# OSU HPX Bandwidth Test
# Size    Bandwidth (MB/s)
1         0.00257729
2         0.0052106
4         0.0107568
8         0.0195757
16        0.0439885
32        0.087293
64        0.157418
128       0.314404
256       0.685953
512       1.46271
1024      2.88354
2048      6.22339
4096      10.3456
8192      19.2885
16384     35.5335
32768     53.2084
65536     70.4801
131072    82.284
262144    102.391
524288    95.4222
1048576   104.904
2097152   102.898
4194304   105.118
