# OSU HPX Multi Latency Test
# Size    Bandwidth (microsec)
1         150.478
2         136.926
4         140.158
8         136.799
16        138.646
32        139.898
64        138.255
128       141.916
256       148.274
512       152.604
1024      166.734
2048      186.471
4096      204.048
8192      245.25
16384     359.78
32768     495.799
65536     843.269
131072    2138.61
262144    3660.97
524288    7195.23
1048576   12403.6
2097152   27859.9
4194304   46236.2
