# OSU HPX Multi Latency Test
# Size    Bandwidth (microsec)
1         140.659
2         134.112
4         133.776
8         135.481
16        136.083
32        138.299
64        138.328
128       140.922
256       147.574
512       154.41
1024      165.769
2048      183.673
4096      203.124
8192      247.617
16384     332.302
32768     511.293
65536     871.507
131072    1877.75
262144    3841.58
524288    6616.74
1048576   14134.9
2097152   24838.2
4194304   49309.2
