# OSU HPX Latency Test
# Size    Latency (microsec)
1         206.962
2         200.946
4         203.577
8         200.731
16        199.82
32        201.209
64        201.903
128       205.803
256       212.738
512       218.303
1024      230.452
2048      250.249
4096      264.176
8192      250.833
16384     318.664
32768     442.977
65536     776.51
131072    1347.27
262144    2513.69
524288    4860.18
1048576   9651.94
2097152   19533.6
4194304   38810.3
