# OSU HPX Multi Latency Test
# Size    Bandwidth (microsec)
1         137.191
2         136.274
4         135.255
8         134.725
16        136.47
32        137.607
64        137.27
128       139.425
256       146.723
512       152.96
1024      166.51
2048      179.455
4096      204.208
8192      243.441
16384     310.774
32768     510.519
65536     842.783
131072    1870.64
262144    3730.7
524288    7546.2
1048576   14761.9
2097152   25562
4194304   47415.2
