# OSU HPX Multi Latency Test
# Size    Bandwidth (microsec)
1         176.97
2         159.384
4         136.967
8         130.752
16        143.933
32        144.2
64        147.978
128       141.238
256       147.422
512       152.669
1024      173.604
2048      187.834
4096      216.934
8192      251.672
16384     331.177
32768     462.305
65536     825.098
131072    2222.57
262144    3725.12
524288    8013.26
1048576   14673.9
2097152   28555.8
4194304   50476
