# OSU HPX Bandwidth Test
# Size    Bandwidth (MB/s)
1         0.00263822
2         0.00531429
4         0.0106831
8         0.0213653
16        0.0426731
32        0.0854973
64        0.175866
128       0.361432
256       0.713754
512       1.40328
1024      2.70512
2048      5.22029
4096      9.72248
8192      18.3875
16384     30.493
32768     47.0277
65536     64.7395
131072    81.197
262144    93.7851
524288    106.812
1048576   109.84
2097152   108.872
4194304   109.101
