# OSU HPX Multi Latency Test
# Size    Bandwidth (microsec)
1         113.028
2         103.503
4         103.331
8         103.61
16        103.716
32        104.358
64        105.014
128       105.98
256       111.224
512       117.368
1024      129.272
2048      142.516
4096      161.811
8192      193.587
16384     270.308
32768     422.373
65536     717.956
131072    1330.56
262144    2460.7
524288    4789.36
1048576   9545.87
2097152   20525.4
4194304   39111.9
