OSU HPX Bi-Directional Test
Size,Bandwidth (MB/s)
1,0.0785658
2,0.206411
4,0.402982
8,0.797635
16,1.53834
32,3.14737
64,6.04655
128,11.3562
256,21.0191
512,42.0469
1024,81.8579
2048,153.099
4096,293.717
8192,550.018
16384,1067.71
32768,2224.7
65536,4677.83
131072,8651.15
262144,16973.7
524288,35911.8
1048576,71684.4
2097152,140787
4194304,262557
